hashid,Székhely,Létszám,TEÁOR 08 szerinti teáorszám(ok),Nettó árbevétel (eFt),Üzleti/üzemi eredmény (eFt),Adózott eredmény (eFt),Forgóeszközök (eFt),Követelések (eFt),Pénzeszközök (eFt),Eszközök összesen (eFt),Saját tőke (eFt),Hosszú lejáratú kötelezettségek (eFt),Rövid lejáratú kötelezettségek (eFt),Cégcsoport tag
0c7160b95f,"2347 Bugyi, Alsóráda puszta 13.",,141,3240342.71999999,26982.18,18918.54,1086730.56,743095.44,4652.09999999999,2354272.73999999,1127669.04,45280.4399999999,1127358.9,0
d755b0c9da,"1097 Budapest, Gubacsi út 6",19.0,4652,3187394.0,110195,78431,878032.0,634753.0,229500,957906.0,326826,0,556801.0,0
8c1d35317b,"8558 Csót, Rákóczi u. 72.",45.0,4665,5844522.84,105594.06,79272.96,2683823.22,1156270.44,120767.4,3505351.2,777246.6,251134.26,2419373.58,0
0ba6db450d,"2376 Hernád, Iskola út 1.",44.0,1012,2143099.0,20411,15503,300374.0,247404.0,42307,646827.0,212979,78360,345097.0,0
451b1cb694,"1046 Budapest, Klauzál u. 9",4.0,1812|0,1020110.0,36305,26921,265380.0,246038.0,152,1500073.0,1017702,16500,374320.0,0
bf3c835cb5,"1117 Budapest, Budafoki út 64.",24.0,4643,1056863.0,31460,27702,366796.0,276728.0,24680,1484823.0,1122976,6073,355327.0,0
ba373be9ac,"1027 Budapest, Horvát u. 14-24.",5.0,4520,1426402.0,-17460,-20302,668631.0,582490.0,1497,669979.0,25097,0,638303.0,0
47be6c20a7,"3064 Szurdokpüspöki, Szabadság u. 236",7.0,2041,2413582.0,9869,4018,167923.0,52019.0,554,200439.0,35715,6351,158373.0,0
30b9e23095,"6000 Kecskemét, Kadafalva.",293.0,2222|2611,2778423.0,117576,82070,618166.0,589439.0,28727,1971056.0,1670230,0,250200.0,0
2db58fe576,"1117 Budapest, Budafoki út 91-93.",201.0,7490,6080454.0,274716,246371,1385152.0,587030.0,798122,1634725.0,1080026,0,118222.0,0
55a55feb24,"1065 Budapest, Nagymező u. 46-48.",147.0,6512,1906685.0,-274491,-280191,274440.0,2451157.0,55140,16123226.0,7466181,-1,-1.0,0
1a8bb0d2cf,"4285 Álmosd, Táncsics u. 22",31.0,150,1194554.0,31909,29508,283401.0,146571.0,27251,725181.0,475909,57580,191092.0,0
a7aac47293,"1107 Budapest, Ceglédi u. 30",102.0,6832|6810,1365986.0,5909,5569,1312391.0,147802.0,1162953,2574915.0,1330269,70768,862662.0,0
95d0fca776,"1031 Budapest, Szentendrei út 202.",156.0,6832,1587216.0,97888,88875,500547.0,334528.0,166019,635994.0,121842,0,480456.0,0
d353ffa6e3,"4024 Debrecen, Kossuth u. 22. 2. em. 4",33.0,4690,2043751.0,321508,298227,885199.0,392862.0,26971,1044102.0,525158,1851,496373.0,0
273d1ddc5c,"1045 Budapest, Széchenyi tér 9.",134.0,9512,2119312.0,60822,50955,830061.0,261306.0,21851,898395.0,385739,317324,188646.0,0
be09ef6989,"1036 Budapest, Bécsi út 58",46.0,7311,1706912.0,114228,105478,467246.0,354893.0,112353,499931.0,154795,0,344918.0,0
a08d2703b4,"2721 Pilis, Kossuth Lajos út 40.",42.0,2512,1442905.6,-43764.6,-69492.88,455417.08,57822.32,50926.08,637636.96,113522.72,475310.08,46151.76,0
3829bdaf72,"9241 Jánossomorja, Erdősor u. 27",23.0,4621,4880920.0,95390,129629,2226808.0,1077887.0,173026,3147692.0,1336843,382106,1425152.0,0
9501664f1e,"1027 Budapest, Kapás u. 6-12",60.0,6630|0,1357684.0,113551,103498,348786.0,53460.0,295326,462581.0,217968,0,113376.0,0
2d79ae7587,"7090 Tamási, Nyírfa sor 11.",95.0,4120|2361,1276830.0,32748,26928,786606.0,682155.0,41298,1858213.0,1240907,103853,479529.0,0
2d3a718702,"1118 Budapest, Rétköz u. 5.",4.0,7112,1699984.0,246880,227202,1670710.0,1404535.0,266175,1674727.0,252172,0,1347881.0,0
8979dd72be,"7570 Barcs, Drávapart 2.",106.0,2899,1946524.0,201097,188179,1639590.0,443013.0,699145,2300830.0,1855637,0,275171.0,0
1395c3c0f8,"8640 Fonyód, Bézsenyi u. 1.",40.0,1107,2735365.0,27706,20158,527019.0,260728.0,192469,1038632.0,667105,0,356795.0,0
ebc17f7eff,"1112 Budapest, Kőérberki út 36",95.0,4634,6722195.0,387022,405948,2005195.0,1308636.0,31799,2973647.0,1290381,149163,1463729.0,0
bf1f962a82,"9026 Győr, Kormorán utca 29.",5.0,4120|0,1262299.0,156348,139010,945579.0,324994.0,533285,1465928.0,1074582,0,275350.0,0
8e106cf2e5,"1152 Budapest, Szilas park 10. 1. em. 22.",,4651,1302177.0,14030,13322,34699.0,6386.0,990,34774.0,16322,0,18400.0,0
3cc02321a9,"1024 Budapest, Lövőház u. 39.",,910,1764282.0,454357,474948,1148805.0,864667.0,284138,7217692.0,1586695,3305387,2154860.0,0
adadb2adf7,"2053 Herceghalom, Zsámbéki út 16.",12.0,4110,2771753.0,275434,252269,1424425.0,1331395.0,85085,1543333.0,309062,82047,1151762.0,0
e9e1052557,"7754 Bóly, Puskás T. u. 34",54.0,4941,1183364.0,73385,57174,376795.0,226598.0,83221,1144630.0,785204,56720,192197.0,0
0fdab73d2e,"1097 Budapest, Gyáli út 30/B. 3. em. 35.",30.0,2790,1153793.0,23172,18881,326871.0,206313.0,18368,611043.0,186898,35326,297741.0,0
e6b46c9741,"1092 Budapest, Kinizsi u. 22. fszt. 4.",62.0,8621,1542895.0,161752,154947,260583.0,119201.0,136969,614553.0,329975,86733,67885.0,0
db2e13e00e,"1139 Budapest, Váci út 81-83",44.0,2059,4398720.0,124529,88529,1363989.0,895890.0,38627,1464487.0,655216,0,612818.0,0
f60eab78e4,"2040 Budaörs, Árvácska u. 21.",88.0,8621,1377056.0,138008,127331,70988.0,17221.0,51526,623873.0,139839,129115,302384.0,0
06479b54d6,"1061 Budapest, Andrássy út 45. 2. em",26.0,5229,4571252.0,192626,187475,1109387.0,743722.0,333455,1153222.0,381348,0,470018.0,0
874c803250,"8162 Küngös, Kossuth u. 3.",53.0,111,1027761.0,5037,-15491,397491.0,109049.0,65547,854457.0,210759,436105,182695.0,0
99a8fb0c53,"7700 Mohács, Szentháromság u.28.",28.0,111,1282558.0,149781,149952,716300.0,193822.0,155983,1968544.0,1691626,187884,86444.0,0
3673645fd0,"1012 Budapest, Márvány u. 17",88.0,4791|4673,6035751.0,-486781,-536562,784128.0,337438.0,168813,855832.0,-529529,436547,924261.0,0
d30e36fb1f,"2092 Budakeszi, Pátyi út 40.",99.0,4511,7078718.0,270678,244682,1074082.0,106402.0,259435,2705733.0,1373253,0,1316686.0,0
a9474806a0,"1116 Budapest, Vegyész u. 17-25.",93.0,3299,2763064.0,56619,1566,1397162.0,511500.0,274763,3128226.0,552577,644990,1763718.0,0
90cf32211e,"2073 Tök, Körtvélyes út 135/2.",25.0,130,1223003.0,-249734,-329374,395245.0,134085.0,73597,1452277.0,111252,599943,681844.0,0
a6c0b99bce,"1067 Budapest, Teréz körút 33",10.0,7912|0,1509664.0,83724,77120,153666.0,109315.0,44351,213634.0,109834,0,99831.0,0
3eab02edf2,"1023 Budapest, Vérhalom u. 12-16. I. ép.",18.0,5510,1319635.0,475174,393887,474814.0,80246.0,391431,5215329.0,567372,2843678,1660510.0,0
feb91d97d5,"1087 Budapest, Kőbányai út 21",21.0,7022,4236664.0,-174794,26743,4111749.0,859158.0,1588802,9381951.0,7236182,167284,1240256.0,0
245bd9abf0,"8900 Zalaegerszeg, Berzsenyi Dániel utca 73.",165.0,2511,1789076.0,14162,7203,503958.0,178932.0,70488,1092858.0,569720,155783,282838.0,0
c54358133b,"5200 Törökszentmiklós, Pozderka u. 20.",12.0,4612,2476683.0,41700,40797,152720.0,125275.0,1338,446695.0,139715,6413,216935.0,0
7c9898edec,"2347 Bugyi, Alsóráda 2.",21.0,4674,2795933.0,264717,244338,926115.0,631209.0,58292,953459.0,574727,0,361230.0,0
b737b09d01,"9024 Győr, Orgona u. 10",89.0,6110,8273782.0,1565034,1479766,1482773.0,472312.0,559295,9289574.0,4842015,2800000,1154069.0,0
470cd0d2b3,"5561 Békésszentandrás, Anna-ligeti lakópark 1/A.",84.0,322,1670812.0,352765,325669,1153027.0,343058.0,618829,1777667.0,1554618,0,205607.0,0
21a061c9de,"1022 Budapest, Rét u. 7. magasföldszint 2",99.0,1623,1272154.0,84588,80684,334996.0,198506.0,65738,1021353.0,815051,16428,177657.0,0
41380473ae,"2045 Törökbálint, Torbágy u. 20.",31.0,0811|4211,1368578.0,44345,40931,991513.0,426789.0,210930,1705271.0,1083489,0,555563.0,0
9ee0d83c2a,"6500 Baja, Bokodi út 78.",179.0,1011,5700429.0,63375,56400,1013039.0,635973.0,182046,2879622.0,1038692,862202,659184.0,0
92b0e6496d,"8600 Siófok, Csárdaréti út 5",20.0,4120,1048144.0,48574,47218,312149.0,109870.0,138686,411675.0,240940,1181,150221.0,0
cd91da2566,"1142 Budapest, Erzsébet Királyné útja 125. 3. em. 303.",10.0,6202,1118849.0,624964,460501,1375645.0,8045.0,1367600,1514169.0,1433147,0,80627.0,0
bb8633dfc8,"1054 Budapest, Bajcsy-Zsilinszky út 36-38. félemelet",103.0,5913,1270380.0,60962,55984,356340.0,41025.0,305866,1636714.0,1270361,5554,140846.0,0
44166a6079,"7673 Kővágószőlős, 0222/22 hr",54.0,4313,1046169.0,53153,65642,1326429.0,527246.0,136969,2319336.0,1653417,9287,640726.0,0
04836f6939,"2900 Komárom, Lovarda tér 4.",35.0,2825,1779617.0,213425,179316,598393.0,432854.0,95164,909810.0,400665,0,506008.0,0
8a9334e256,"4742 Csegöld, Kossuth u. 75.",10.0,4631,1231245.0,18455,16210,591946.0,122694.0,369337,945010.0,446328,93500,405182.0,0
72736f6e06,"6000 Kecskemét, Ceglédi út 38.",144.0,4719,4636324.0,154212,187588,2340610.0,1032620.0,29306,3301283.0,2162726,220769,917588.0,0
cf89e3ccd2,"1054 Budapest, Szabadság tér 7. 3. em",48.0,7219|0,1365382.0,21522,14901,193356.0,167706.0,18921,274224.0,60705,130000,81741.0,0
d145bf5857,"7630 Pécs, Schroll J út 5.",67.0,4511,4340831.0,82996,63998,1366300.0,232164.0,49681,2565149.0,482361,355217,1716567.0,0
a8043f2ac2,"2120 Dunakeszi, Pallag u. 9.",0.0,4110,1050565.0,785246,564554,92830.0,5290.0,87540,5520757.0,1813933,2803622,677840.0,0
0c892b8553,"1085 Budapest, Somogyi Béla u. 6.",143.0,5814,4167171.0,32381,18466,2805835.0,668980.0,1699862,5769699.0,2003544,0,2426715.0,0
269261da84,"3580 Tiszaújváros belterület, TVK Ipartelep 2122",281.0,2060,4512674.0,55315,28317,1527762.0,843372.0,11362,3297220.0,576927,1470449,1215543.0,0
e1bb4537f4,"1107 Budapest, Hizlaló tér 1.",,6621,2169861.0,163288,148880,806615.0,165913.0,453173,898697.0,733836,0,141888.0,0
620625a0a0,"1134 Budapest, Lőportár u. 20. B. ép.",201.0,5829,2883603.0,398530,405927,1465784.0,1226275.0,239509,1798359.0,1310727,48241,428812.0,0
cbb337ebe8,"5540 Szarvas, III külkerület 103.",19.0,7490,4959516.0,205030,196677,1090485.0,502678.0,19127,1547105.0,873126,153219,520760.0,0
61410168c1,"3013 Ecséd, AGLÁRIA pince 030.",7.0,121,3153824.0,143079,116553,1840288.0,582679.0,232556,2441008.0,756002,124408,1383648.0,0
07c015ab59,"1149 Budapest, Pósa Lajos u. 20-22. 2. em. 6.",21.0,7112,2042126.0,452971,415863,882843.0,473098.0,210359,932620.0,723511,1999,181706.0,0
a73c5a835c,"2045 Törökbálint, FSD Park 3. ép",19.0,4649,2717446.67999999,17988.12,18918.54,1114953.3,608184.539999999,98004.2399999999,1278397.07999999,731310.12,0,529098.84,0
96071aaede,"1174 Budapest, Berzsenyi Dániel u. 47",9.0,5229,1345334.0,69833,50998,397262.0,204163.0,193061,436400.0,293726,1901,133310.0,0
c225487472,"1064 Budapest, Podmaniczky u. 57. II. em. 14.",4.0,6312,1045014.0,3931,3730,47848.0,2322.0,5589,68295.0,10556,0,57739.0,0
8885f71179,"4441 Szorgalmatos, Klapka u. 18",35.0,4941,2368701.0,-81577,-128483,482137.0,432358.0,43101,2339780.0,318251,1323205,690740.0,0
c99330b448,"6521 Vaskút, Alkotmány u. 8.",2.0,4621,2213809.0,3648,-350,58524.0,25803.0,27652,71107.0,51791,0,18876.0,0
62bd1dc3d8,"1051 Budapest, Vörösmarty tér 5. félemelet",28.0,7912,1110738.0,195186,183156,525450.0,0.0,9540,607685.0,378842,0,226189.0,0
5cf18716a5,"8637 Balatonőszöd, Mártírok útja 11.",69.0,2562,1591808.0,267949,189605,1080475.0,455485.0,532728,3394095.0,2634602,363736,25397.0,0
f83315eed8,"7557 Barcs-Somogytarnóca, Szabadság u. 64.",10.0,1011,1937671.0,708,2135,254367.0,144936.0,106373,479213.0,321997,0,156558.0,0
113623147f,"1112 Budapest, Péterhegyi út 98",41.0,4669,4747790.0,426888,244942,2121114.0,969766.0,23362,2513582.0,1335340,80296,1059753.0,0
3218ebc9bc,"4551 Nyíregyháza-Oros, Nyíregyházi u. 19.",20.0,4752,1140570.0,15422,22969,296999.0,96821.0,19541,345617.0,236885,0,101646.0,0
d0ea555824,"6600 Szentes, Vásárhelyi út 175.",3.0,4631,1404748.0,3663,-1485,107375.0,24253.0,26352,131910.0,8540,26604,95543.0,0
ed83399145,"2051 Biatorbágy, Dózsa György út 54.",52.0,4690,2668154.0,94152,96249,666241.0,182024.0,256433,1527704.0,608110,479987,426378.0,0
69f9e19c0e,"1163 Budapest, Veres Péter út 51.",0.0,4120,1170618.0,29615,25708,335430.0,311945.0,19379,370884.0,49993,0,320712.0,0
3f91693d1b,"4400 Nyíregyháza, Debreceni u. 99.",4.0,6820,6123255.0,373467,664120,989266.0,244747.0,246541,7392017.0,4709129,1261946,1054073.0,0
bbcf82a90f,"7100 Szekszárd, Béri Balogh Á u. 56",27.0,111,1097632.0,115690,108228,561812.0,135367.0,29451,1724882.0,1229956,444124,45781.0,0
aa93ba5bef,"6000 Kecskemét, Külső-Szegedi út 136.",129.0,2511,4485179.0,473588,408083,1989019.0,815906.0,419608,2234104.0,956746,30923,1150383.0,0
1b9c7cab5a,"3332 Sirok, Belső Gyártelep 1002/35. hr",328.0,2540,8391189.0,-280181,-310158,6254097.0,2237829.0,354267,10128357.0,1763750,0,7742067.0,0
3e64959475,"4028 Debrecen, Árpád tér 37.",71.0,4920,1610724.0,460691,428955,531772.0,422706.0,109066,1440194.0,670735,370896,395554.0,0
8bf274f880,"1123 Budapest, Alkotás utca 55-61. C. ép. 5. em.",16.0,6202,7532679.0,20644,4037,2651852.0,2188516.0,296336,4043098.0,119216,0,2756810.0,0
6175176b59,"2347 Bugyi, Alsóráda puszta 13.",24.0,1091,2640635.0,-138245,-135507,1007045.0,807570.0,3057,1014877.0,-171484,0,1137556.0,0
db57913caf,"2724 Újlengyel, Határ út 12.",322.0,7820,1057311.0,23699,20240,148778.0,130087.0,18691,172922.0,38840,0,133084.0,0
15b4d2d3ac,"1191 Budapest, Attila u. 36-38.",28.0,4511,1040483.0,51703,41604,74827.0,48470.0,4243,606481.0,245646,157953,200526.0,0
b495195b7a,"1174 Budapest, Lőrinci út 43",71.0,4752,8006831.0,309358,286359,1059931.0,483181.0,27691,1565079.0,778135,6263,758378.0,0
0eccdfc25c,"1138 Budapest, Váci út 117-119. C. ép.",0.0,6820,1267542.18,651914.28,187944.84,322545.6,78155.28,244080.18,14120674.2,1619240.94,12115308.9599999,340533.72,0
9bc2077ff1,"2347 Bugyi, Alsóráda puszta 13.",,4941,8307410.04,147006.36,349217.639999999,3741839.09999999,3679190.82,57065.7599999999,4398715.62,934761.96,120644.459999999,1720036.44,0
c479d15480,"1087 Budapest, Kerepesi út 15.",0.0,5911,3434057.0,2315,309,3187041.0,1985343.0,83854,4261001.0,6913,0,4214333.0,0
c12777a4f2,"6728 Szeged, Fonógyári út 6.",35.0,4674,1980005.0,159239,144018,1055169.0,281668.0,243416,1407906.0,1200093,75585,129427.0,0
c14ef70582,"1191 Budapest, Hofherr Albert u. 20-22.",269.0,5629|5610,2690331.0,15190,9550,678880.0,600134.0,74555,907759.0,128486,7216,769330.0,0
2cef210c27,"6722 Szeged, Kálvária sugárút 19.",0.0,4661,4359920.0,335961,300865,720109.0,638021.0,41070,726760.0,582377,0,144383.0,0
3da66c8f12,"1222 Budapest, Nagytétényi út 112",78.0,1412,1926996.0,59775,56102,650333.0,327183.0,154404,945243.0,565283,19785,327194.0,0
c750466f4e,"8460 Devecser, Levente telep 1.",32.0,147,1963877.0,29180,19058,545204.0,366893.0,57507,1098403.0,193164,229215,676024.0,0
61425413da,"4030 Debrecen, Alma u. 3",292.0,1039,9467406.0,-246955,-395083,4157338.0,922141.0,43202,7335498.0,415108,3476588,3402436.0,0
d76d2e0948,"1095 Budapest, Lechner Ödön fasor 3. C. lház. 3. em. 3.",2.0,3514,1248130.0,4960,1928,359669.0,342862.0,16807,368367.0,39108,0,328754.0,0
21bc541fea,"2636 Tésa, Petőfi u. 16.",1.0,4619,1613386.0,4866,31499,2347793.0,2332395.0,289,2358856.0,13413,161005,2184438.0,0
a1e20f82c8,"2220 Vecsés, Almáskert út 4.",9.0,4649,1729502.0,110539,31233,931370.0,389938.0,56896,942111.0,105000,724117,89439.0,0
f58a7528b8,"2111 Szada, 089/3. hr",9.0,4639,1066399.0,69710,62097,580451.0,36964.0,420583,880267.0,849561,0,13874.0,0
fb161a4a42,"5400 Mezőtúr, Bajcsy-Zsilinszky u. 18.",125.0,111,1965616.0,81893,74543,986645.0,647500.0,7651,2655297.0,1652532,209771,775136.0,0
1454063acc,"1141 Budapest, Szugló utca 82.",0.0,5911,1076482.0,-17679,-34116,86403.0,85718.0,685,86403.0,-33680,0,120083.0,0
179051e725,"4030 Debrecen, Diószegi u. 32-34.",166.0,2511,4590883.0,241065,206902,1343278.0,1107364.0,43369,3417494.0,1688273,56906,1582618.0,0
5ac150ae4f,"1107 Budapest, Fertő út 2.",16.0,3530,2430406.0,86574,82573,547649.0,503023.0,2363,1309025.0,542639,0,361505.0,0
173ea1383f,"6640 Csongrád, Tanya 248.",68.0,146,1649443.0,175867,140739,524246.0,109613.0,10085,3664023.0,2411996,467738,705019.0,0
3833fba34b,"1075 Budapest, Madách Imre út 13-14. A. ép. V. em",38.0,6201,1274771.0,126223,164133,799756.0,127998.0,671758,843444.0,193970,3021,646124.0,0
cc7957f99b,"3580 Tiszaújváros, Bay Zoltán út 5.",0.0,2932,2017745.47,-125617.17,-132858.259999999,1221540.4,1101590.17,8185.58,1936204.5,1219336.58999999,447688.259999999,215028.889999999,0
272792238f,"1136 Budapest, Balzac u. 54. 1. em. 2-3.",1.0,4672,6952570.0,193501,186436,1440802.0,1239643.0,8729,1790185.0,1411461,29080,349644.0,0
4399e819ee,"2310 Szigetszentmiklós, Leshegyi út 12276/9.",196.0,5210,3730474.0,-365997,-395592,1108850.0,867890.0,228932,1685128.0,122798,0,1254328.0,0
3392eb3afb,"4030 Debrecen, Vágóhíd utca 3/A.",12.0,4621,5234437.0,62021,6031,2518482.0,2080794.0,83540,3789054.0,134983,1107492,2412946.0,0
e94311c8d3,"1103 Budapest, Kazah u. 8.",6.0,7990,2571650.0,49834,45115,472599.0,86179.0,385920,511616.0,86358,0,204273.0,0
2faea86f00,"1027 Budapest, Kacsa u. 15-23",68.0,6202,1629971.0,114498,96400,890634.0,886459.0,1583,952918.0,408252,0,481209.0,0
146435b342,"1171 Budapest, Szigetcsép u. 65.",38.0,4631,1807073.0,23243,8134,778652.0,132817.0,18271,1712164.0,433174,231635,598215.0,0
d5069ad1d7,"1149 Budapest, Kövér Lajos u. 21-23.",55.0,4690,1180503.0,58932,54156,477411.0,33704.0,109254,2274737.0,2092314,34997,145321.0,0
28fffffe8e,"6000 Kecskemét, Kadafalva-Heliport 11751/1. Hrsz",46.0,2420,6350426.64,519484.5,452184.12,2298447.54,1457968.14,42179.04,2948500.98,1212027.11999999,0,1735233.29999999,0
09205803fa,"1037 Budapest, Remetehegyi út 86.",7.0,4614|4676,1702496.0,67622,56876,481208.0,89711.0,147949,523478.0,240264,30198,251508.0,0
c9080ed92f,"1138 Budapest, Tomori utca 34.",,3511,1118929.0,-4080,-45391,348620.0,346248.0,2372,1451857.0,-1128267,943350,708709.0,0
aee8f26174,"1072 Budapest, Rákóczi út 42.",13.0,7490,1079244.0,-5103,7191,1778713.0,1039849.0,391655,2648776.0,935378,1445344,265579.0,0
8bc05423f0,"1054 Budapest, Szabadság tér 7.",377.0,8622,8846596.0,1303073,1080143,5986631.0,3338209.0,2537943,14800166.0,6432772,5180530,1938545.0,0
fccf515525,"9023 Győr, Corvin u. 9.",161.0,0210|4299,2943272.0,33961,32003,1406141.0,447742.0,811637,3781094.0,3081986,0,606792.0,0
bb87a0e71e,"1027 Budapest, Bem rakpart 30.",8.0,4665,2005661.0,477817,459649,2187680.0,1812677.0,126164,2743397.0,2235221,0,506903.0,0
fbcea3fc21,"2051 Biatorbágy, Rozália park 11.",5.0,4669,1261136.0,-80725,-81778,786994.0,410112.0,22738,794331.0,-78778,0,833702.0,0
8fc46a06d5,"6300 Kalocsa, Szent István király u. 26",286.0,1412,3238515.0,18453,12947,1208905.0,468171.0,23366,1607405.0,895755,9891,659259.0,1
46421f898f,"3900 Szerencs, Fő út 79.",,161,3493124.0,13374,14299,2328748.0,2151798.0,1053,2347269.0,98446,119900,2007931.0,0
c976aaf2a1,"1119 Budapest, Petzvál József u. 56.",50.0,6202,2077346.0,125389,84159,1666568.0,625051.0,818795,2199832.0,1636129,5923,505215.0,0
e3d3f5eba2,"4300 Nyírbátor, Árpád u. 156/A.",169.0,141,5493158.0,-2041440,-2055245,3367287.0,1672024.0,642158,7854856.0,4178601,295364,3285382.0,0
9d21d4a5f2,"1134 Budapest, Váci út 19. II. ép.",26.0,5811,1096207.0,109826,102591,620089.0,374354.0,80790,980873.0,666839,47803,157010.0,0
17313458a1,"2400 Dunaújváros, Papírgyári út 42-46.",131.0,8425|7490,1056685.0,140210,171657,202306.0,159300.0,37417,350653.0,220888,17736,111963.0,0
1d808e07b3,"2161 Csomád, Kossuth Lajos út 70.",0.0,8121,1242407.0,421,383,1760.0,1019.0,741,6660.0,6046,0,614.0,0
079af54a5b,"1139 Budapest, Béke tér 7. fszt. 2.",1.0,7219,1240982.0,529218,511299,676557.0,439080.0,41842,1822961.0,1369961,0,452989.0,0
e40ec231ae,"1141 Budapest, Mogyoródi út 168.",5.0,4675,1997555.0,7051,4216,241098.0,216136.0,10868,272137.0,71760,0,198964.0,0
84e9d6b128,"8000 Székesfehérvár, Takarodó út 9",39.0,4211,1973415.0,230429,224328,619151.0,447543.0,88090,917276.0,407546,32027,453569.0,0
62506c79ef,"1184 Budapest, Aranyeső utca 8.",0.0,4729,1001415.0,7628,6794,158453.0,7828.0,115945,174140.0,11816,0,162324.0,0
6e59bbcba3,"1095 Budapest, Máriássy u. 7",109.0,6810,1344997.0,-168740,364056,16899312.0,15108540.0,1790735,29305068.0,18485579,465210,9300101.0,0
e9d8b08fbe,"8200 Veszprém, Fűzfa u.1.",25.0,4690,1061930.0,206599,202995,860613.0,204182.0,631144,1066251.0,914935,63483,68652.0,0
22491455c1,"2310 Szigetszentmiklós, Massányi Károly utca 2.",81.0,4399,2146545.0,250618,229539,550435.0,477367.0,57599,3286516.0,1702306,498478,982308.0,0
30e33042be,"1054 Budapest, Honvéd utca 8. 1. em. 2.",2.0,4618,2235294.0,15013,13653,56487.0,43580.0,12907,56487.0,26933,0,29554.0,0
14ae185833,"9027 Győr, Ipari Park, Csörgőfa sor 1.",221.0,2899,8751777.0,191061,269169,2831453.0,279615.0,53257,5571580.0,1735364,1122367,2452460.0,0
d908e58ff6,"2040 Budaörs, Szabadság út 301.",113.0,4221,5250473.0,-143930,-138546,5861110.0,5453436.0,355930,6088902.0,1490217,0,4424168.0,0
3c584a11ea,"3390 Füzesabony, Kossuth út 66.",120.0,4711,1902986.0,74127,70140,245261.0,34556.0,91878,540867.0,199655,78713,257034.0,0
79f8ed501a,"1116 Budapest, Építész u. 8-12",180.0,4649,8348087.0,441465,421714,3072881.0,1452034.0,611133,4044708.0,2740867,0,1244951.0,0
52a1e7e8f0,"2000 Szentendre, Irtás u. 25.",7.0,1629,2156798.0,40384,41020,3390652.0,396259.0,11806,3398295.0,69141,0,3329154.0,0
aa40c31ed2,"5340 Kunhegyes, Rákóczi u. 37/a.",2.0,4621,1226120.0,95748,87291,288578.0,12116.0,146681,349618.0,345523,0,2166.0,0
ba7b80c39f,"1141 Budapest, Szugló u. 82.",39.0,4632,4557067.0,12879,3394,531870.0,431024.0,51387,556489.0,28600,0,504554.0,0
201435c01b,"1066 Budapest, Wesselényi u. 66. fszt. 1.",7.0,4741,1973903.0,59257,55016,387682.0,177907.0,63840,441598.0,127355,38182,276061.0,0
c75fbad4b6,"1115 Budapest, Bánk bán u. 8-12.",646.0,5221,7531756.0,203843,207974,3164781.0,2038974.0,1003796,7457373.0,4167617,0,2053758.0,0
ba5a59c2fd,"2316 Tököl, Csépi út 221.",39.0,2223,1160317.0,46220,57864,104303.0,15054.0,85021,159214.0,83910,9437,64510.0,0
560a532aed,"2040 Budaörs, Vasút u. 9.",21.0,4643,1207978.0,73116,63886,671599.0,271218.0,72326,699277.0,505822,0,191354.0,0
dd80de45b0,"2040 Budaörs, Károly király u. 57.",51.0,7112,1067189.0,298509,291201,605408.0,373729.0,230709,784350.0,596801,400,124003.0,0
98806d477b,"4483 Buj, Arany János út 22.",0.0,4644|0162,1624391.0,2648,2529,3229.0,3075.0,154,3229.0,1489,0,1740.0,0
7218ddfdef,"2040 Budaörs, Gyár u. 2.",13.0,4663,2273645.0,192651,176295,1059230.0,578399.0,54274,1120159.0,286977,7696,739036.0,0
eddf64fb35,"1137 Budapest, Pozsonyi út 25. félemelet",71.0,4711,1418442.0,31846,30971,152086.0,17464.0,22415,312097.0,100783,9932,189745.0,0
2d39825da6,"6500 Baja, Kölcsey u. 73.",26.0,4511,1316329.0,48699,39319,453756.0,45675.0,31545,899292.0,379726,30639,483074.0,0
253425dd6c,"7400 Kaposvár, Dombóvári út 9.",50.0,4511,3470530.0,113527,106673,987294.0,171234.0,39860,1871909.0,886898,177769,757239.0,0
00ff25b941,"2046 Törökbálint, Depo",137.0,4642,5782458.0,338105,280966,2565468.0,905250.0,674125,2839919.0,1995796,0,795523.0,0
7ad47b5a45,"4028 Debrecen, Weszprémi utca 2. A. ép. 2.",579.0,4690|7112,7266816.0,260280,222264,2588667.0,948306.0,188157,3952261.0,1299328,70034,2257426.0,0
e8ee3bc17b,"1027 Budapest, Kapás u. 6-12.",30.0,4634,6022241.0,213655,177638,1177137.0,641825.0,52336,1207211.0,282695,0,727574.0,0
1be94455bd,"1106 Budapest, Jászberényi út 47/C.",30.0,4645,2731215.0,54764,50630,385119.0,128170.0,15156,994329.0,353875,210326,425465.0,0
89f32929c9,"1145 Budapest, Erzsébet királyné útja 29. B. ép.",67.0,7022,1161005.0,241702,200578,884892.0,540669.0,245021,1237038.0,824533,3095,361596.0,0
e3f87211c3,"2049 Diósd, Balatoni út 21/E",7.0,4676,1333794.0,260820,234953,384677.0,113430.0,174300,606889.0,336666,115448,153683.0,0
3e61a97203,"4002 Debrecen, Kígyóhagyma u. 3.",34.0,1089,1772760.24,-25741.62,13336.0199999999,1026253.26,541814.58,38147.22,2025214.2,673003.799999999,553910.039999999,747747.539999999,0
